Group,File Path,Size,Last Modified,Content Hash,Status
Group 130,C:\EGOS\docs\research\Análise e Refinamento do Projeto EGOS_.txt,86673,2025-05-21 15:08:52,1c660da3afc37f087223b150d8c2b32c,Canonical
Group 130,C:\EGOS\docs\STRATEGIC_THINKING\research\Análise e Refinamento do Projeto EGOS_.txt,86673,2025-05-21 15:08:52,1c660da3afc37f087223b150d8c2b32c,Duplicate
Group 131,C:\EGOS\docs\research\Criaçao de site com IA.txt,30144,2025-05-21 00:40:23,4711dc1976c178e939abce2802f8206f,Canonical
Group 131,C:\EGOS\docs\STRATEGIC_THINKING\research\Criaçao de site com IA.txt,30144,2025-05-21 00:40:22,4711dc1976c178e939abce2802f8206f,Duplicate
Group 132,C:\EGOS\docs\research\EGOS design e ferramentas web.txt,52822,2025-05-21 00:40:23,993f68d418ed2176e9dfcea38b30c161,Canonical
Group 132,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS design e ferramentas web.txt,52822,2025-05-21 00:40:22,993f68d418ed2176e9dfcea38b30c161,Duplicate
Group 133,C:\EGOS\docs\research\EGOS design GROK.txt,226632,2025-05-21 15:08:52,1128707f5b2c8e02175760cc20c0e82f,Canonical
Group 133,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS design GROK.txt,226632,2025-05-21 15:08:52,1128707f5b2c8e02175760cc20c0e82f,Duplicate
Group 134,C:\EGOS\docs\research\EGOS_Strategic_Analysis_Integration_Summary_Apr2025.md,3673,2025-05-21 15:08:52,3ba9a0bc70507af449c5a9207b6ac999,Canonical
Group 134,C:\EGOS\docs\STRATEGIC_THINKING\research\EGOS_Strategic_Analysis_Integration_Summary_Apr2025.md,3673,2025-05-21 15:08:52,3ba9a0bc70507af449c5a9207b6ac999,Duplicate
Group 135,C:\EGOS\docs\research\MARKET_ANALYSIS.txt,295,2025-05-21 00:40:23,6d7fb1c9ae9ef8393388dee8cf988fb0,Canonical
Group 135,C:\EGOS\docs\STRATEGIC_THINKING\research\MARKET_ANALYSIS.txt,295,2025-05-21 00:40:22,6d7fb1c9ae9ef8393388dee8cf988fb0,Duplicate
Group 136,C:\EGOS\docs\research\OK no roadmap\Analise Gopher-Egos,16589,2025-05-21 00:40:23,f6479986b12f0ab033f8663038a4d525,Canonical
Group 136,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Analise Gopher-Egos,16589,2025-05-21 00:40:22,f6479986b12f0ab033f8663038a4d525,Duplicate
Group 137,C:\EGOS\docs\research\OK no roadmap\Analysis of Opportunities for Project EVA GUARANI - EGOS within the Stellar Blockchain Ecosystem.txt,20883,2025-05-21 00:40:23,4c5fe3f3c71064ec40134c73223e0166,Canonical
Group 137,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Analysis of Opportunities for Project EVA GUARANI - EGOS within the Stellar Blockchain Ecosystem.txt,20883,2025-05-21 00:40:22,4c5fe3f3c71064ec40134c73223e0166,Duplicate
Group 138,C:\EGOS\docs\research\OK no roadmap\Análise de Integração de Ferramentas e Empresas com o Sistema EVA GUARANI - EGOS.txt,26560,2025-05-21 00:40:23,f0b49e60746db985fa36efd312ecbdf0,Canonical
Group 138,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Análise de Integração de Ferramentas e Empresas com o Sistema EVA GUARANI - EGOS.txt,26560,2025-05-21 00:40:22,f0b49e60746db985fa36efd312ecbdf0,Duplicate
Group 139,C:\EGOS\docs\research\OK no roadmap\Comparacao ferramentas data ia.txt,28745,2025-05-21 00:40:23,db1b7bc5b8ddf1da5ead45fbd0b5a9ef,Canonical
Group 139,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Comparacao ferramentas data ia.txt,28745,2025-05-21 00:40:22,db1b7bc5b8ddf1da5ead45fbd0b5a9ef,Duplicate
Group 140,C:\EGOS\docs\research\OK no roadmap\EGOS - Gemini AI System Market Analysis.txt,46732,2025-05-21 15:08:52,9c4e3ac6e5be2903deb39ec3fc2c1eb0,Canonical
Group 140,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS - Gemini AI System Market Analysis.txt,46732,2025-05-21 15:08:52,9c4e3ac6e5be2903deb39ec3fc2c1eb0,Duplicate
Group 141,C:\EGOS\docs\research\OK no roadmap\EGOS - Grok Presentation p2.txt,42364,2025-05-21 00:40:23,0919189e1c0b5703f6d3a2a8dc591156,Canonical
Group 141,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS - Grok Presentation p2.txt,42364,2025-05-21 00:40:22,0919189e1c0b5703f6d3a2a8dc591156,Duplicate
Group 142,C:\EGOS\docs\research\OK no roadmap\EGOS - Quantum Unified Master System Diagnostic & Strategic Market Presentation.txt,53320,2025-05-21 15:08:52,e30337b46352d8b5f3300ebd5eae9cf0,Canonical
Group 142,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS - Quantum Unified Master System Diagnostic & Strategic Market Presentation.txt,53320,2025-05-21 15:08:52,e30337b46352d8b5f3300ebd5eae9cf0,Duplicate
Group 143,C:\EGOS\docs\research\OK no roadmap\EGOS Ethical Marketing Strategy_.txt,70796,2025-05-21 15:08:52,abbe69040d98942c7b328ce5330bdc39,Canonical
Group 143,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS Ethical Marketing Strategy_.txt,70796,2025-05-21 15:08:52,abbe69040d98942c7b328ce5330bdc39,Duplicate
Group 144,C:\EGOS\docs\research\OK no roadmap\EGOS_ GitHub Project Search_.txt,43923,2025-05-21 00:40:23,df96d6f5741db7bddffd251fcb53cc44,Canonical
Group 144,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\EGOS_ GitHub Project Search_.txt,43923,2025-05-21 00:40:22,df96d6f5741db7bddffd251fcb53cc44,Duplicate
Group 145,C:\EGOS\docs\research\OK no roadmap\Estudo DATA com IA Gemini.txt,49708,2025-05-21 00:40:23,c0aeae724d65c61d5ae2ae5c9bf4c6f0,Canonical
Group 145,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo DATA com IA Gemini.txt,49708,2025-05-21 00:40:22,c0aeae724d65c61d5ae2ae5c9bf4c6f0,Duplicate
Group 146,C:\EGOS\docs\research\OK no roadmap\Estudo EAAS ethics as a service Gemini.txt,74137,2025-05-21 15:08:52,b769860fb46424e4ec5929dec908dd04,Canonical
Group 146,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo EAAS ethics as a service Gemini.txt,74137,2025-05-21 15:08:52,b769860fb46424e4ec5929dec908dd04,Duplicate
Group 147,C:\EGOS\docs\research\OK no roadmap\Estudo KOIOS.txt,26306,2025-05-21 00:40:23,f95c3aa305ce2f37f439be02e00ca5bb,Canonical
Group 147,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo KOIOS.txt,26306,2025-05-21 00:40:22,f95c3aa305ce2f37f439be02e00ca5bb,Duplicate
Group 148,C:\EGOS\docs\research\OK no roadmap\Estudo MCPs.txt,49288,2025-05-21 00:40:23,9ac0272a8698c3eabb4c3baef5b6e843,Canonical
Group 148,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo MCPs.txt,49288,2025-05-21 00:40:22,9ac0272a8698c3eabb4c3baef5b6e843,Duplicate
Group 149,C:\EGOS\docs\research\OK no roadmap\Estudo Mycellium Gemini.txt,50978,2025-05-21 00:40:23,9562e9ed528b31c96b3611638553b06e,Canonical
Group 149,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Estudo Mycellium Gemini.txt,50978,2025-05-21 00:40:22,9562e9ed528b31c96b3611638553b06e,Duplicate
Group 150,C:\EGOS\docs\research\OK no roadmap\Market Positioning Strategy for Eva Guarani Egos An Expert Analysis.txt,32808,2025-05-21 00:40:23,21183b61b1c490b623af6bf934e6d1b9,Canonical
Group 150,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Market Positioning Strategy for Eva Guarani Egos An Expert Analysis.txt,32808,2025-05-21 00:40:22,21183b61b1c490b623af6bf934e6d1b9,Duplicate
Group 151,C:\EGOS\docs\research\OK no roadmap\Mercado de Prompts.txt,11007,2025-05-21 00:40:23,bc475ff703522a8b598005a4c0407da5,Canonical
Group 151,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Mercado de Prompts.txt,11007,2025-05-21 00:40:22,bc475ff703522a8b598005a4c0407da5,Duplicate
Group 152,C:\EGOS\docs\research\OK no roadmap\Scraper com IA.txt,26989,2025-05-21 11:09:02,0fb39852245f1c5db7e54ede4c85c666,Canonical
Group 152,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Scraper com IA.txt,26989,2025-05-21 11:09:02,0fb39852245f1c5db7e54ede4c85c666,Duplicate
Group 153,C:\EGOS\docs\research\OK no roadmap\Vibe Coding Avanço e Oportunidades.txt,22146,2025-05-21 00:40:23,2895c6719b90473d41b5bac6b438fc5c,Canonical
Group 153,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\Vibe Coding Avanço e Oportunidades.txt,22146,2025-05-21 00:40:22,2895c6719b90473d41b5bac6b438fc5c,Duplicate
Group 154,C:\EGOS\docs\research\OK no roadmap\WebSite analise.txt,30827,2025-05-21 00:40:23,5e823273d48a7b46b33a110929afaf59,Canonical
Group 154,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\WebSite analise.txt,30827,2025-05-21 00:40:22,5e823273d48a7b46b33a110929afaf59,Duplicate
Group 155,C:\EGOS\docs\research\OK no roadmap\WebSite Enio Grok e Gemini.txt,26722,2025-05-21 00:40:23,6fa5840960d4459e2e9ea0b1549f3e2e,Canonical
Group 155,C:\EGOS\docs\STRATEGIC_THINKING\research\roadmap_related\WebSite Enio Grok e Gemini.txt,26722,2025-05-21 00:40:22,6fa5840960d4459e2e9ea0b1549f3e2e,Duplicate
Group 156,C:\EGOS\docs\research\TIPS_HESAMATION.txt,315,2025-05-21 00:40:23,e739dbffc596489feb0baca8c600dc5d,Canonical
Group 156,C:\EGOS\docs\STRATEGIC_THINKING\research\TIPS_HESAMATION.txt,315,2025-05-21 00:40:22,e739dbffc596489feb0baca8c600dc5d,Duplicate
Group 157,C:\EGOS\docs\research\Vibe_Coding_Market_Analysis.md,23068,2025-05-21 15:08:52,6219cc5eb658b7481ffba8f780ead132,Canonical
Group 157,C:\EGOS\docs\STRATEGIC_THINKING\research\Vibe_Coding_Market_Analysis.md,23068,2025-05-21 15:08:52,6219cc5eb658b7481ffba8f780ead132,Duplicate
Group 158,C:\EGOS\docs\research\website_ux_analysis.md,13863,2025-05-21 15:08:52,482015ca8724aa0494f975820221fdb7,Canonical
Group 158,C:\EGOS\docs\STRATEGIC_THINKING\research\website_ux_analysis.md,13863,2025-05-21 15:08:52,482015ca8724aa0494f975820221fdb7,Duplicate
Group 159,C:\EGOS\docs\resources\data\index_json_schema.json,5921,2025-05-21 00:40:23,e275563892756f6dc61f1f2ae8058ee4,Duplicate
Group 159,C:\EGOS\docs\standards\index_json_schema.json,5921,2025-05-21 00:40:23,e275563892756f6dc61f1f2ae8058ee4,Canonical
Group 160,C:\EGOS\docs\resources\data\PDD_Template.yaml,2692,2025-05-21 15:08:52,e9ab098d75ec8ae833837d7c09b66923,Canonical
Group 160,C:\EGOS\docs\templates\reference_templates\PDD_Template.yaml,2692,2025-05-21 15:08:52,e9ab098d75ec8ae833837d7c09b66923,Duplicate
